team,home_away,w_l_d,shutouts,all_red,all_yellow,foul_mean,foul_median,score_mean,score_med,goal_rate,Draw,Loss,Win,wld_ratio,win_percent
Ga. Southern Eagles,Away,0.47222222222222215,12,1,20,7.305555555555555,6,1,1,0.10588235294117647,6,16,14,14-16-6,38.88888888888889
Ga. Southern Eagles,Home,0.55,5,2,14,7.5,7,1.4,1,0.10980392156862745,4,7,9,9-7-4,45
Gardner-Webb Runnin' Bulldogs,Away,0.40384615384615385,9,2,22,8.615384615384615,8,1.1153846153846154,1,0.10622710622710622,3,14,9,9-14-3,34.61538461538461
Gardner-Webb Runnin' Bulldogs,Home,0.48,6,0,23,10.36,10,2.32,2,0.18181818181818182,4,11,10,10-11-4,40
George Mason Patriots,Away,0.2619047619047619,0,1,34,11.619047619047619,12,0.9523809523809523,1,0.12903225806451613,5,13,3,3-13-5,14.285714285714285
George Mason Patriots,Home,0.36,4,0,25,10.56,11,0.92,1,0.09387755102040816,4,14,7,7-14-4,28.000000000000004
George Washington Colonials,Away,0.4230769230769231,8,0,20,9.307692307692308,10,1.1923076923076923,1,0.11151079136690648,4,13,9,9-13-4,34.61538461538461
George Washington Colonials,Home,0.47619047619047616,5,0,9,7.333333333333333,7,1.2380952380952381,1,0.08843537414965986,6,8,7,7-8-6,33.33333333333333
Georgetown Hoyas,Away,0.8275862068965517,18,0,13,8.724137931034482,8,1.6206896551724137,1,0.13202247191011235,8,1,20,20-1-8,68.96551724137932
Georgetown Hoyas,Home,0.8103448275862069,21,0,10,8.551724137931034,8,2.137931034482759,2,0.14797136038186157,5,3,21,21-3-5,72.41379310344827
Georgia Bulldogs,Away,0.5,10,0,14,8,8,1.4285714285714284,1,0.10204081632653061,8,10,10,10-10-8,35.714285714285715
Georgia Bulldogs,Home,0.6964285714285714,11,1,12,8.214285714285714,9,2.4285714285714284,2,0.13203883495145632,1,8,19,19-8-1,67.85714285714286
Georgia St. Panthers,Away,0.6333333333333333,9,0,32,8.533333333333333,8,1.5,1,0.13313609467455623,8,7,15,15-7-8,50
Georgia St. Panthers,Home,0.6153846153846154,10,0,8,8.038461538461538,7.5,1.7307692307692308,2,0.10514018691588785,6,7,13,13-7-6,50
Gonzaga Bulldogs,Away,0.6538461538461539,12,0,15,10.884615384615385,11,2.076923076923077,1.5,0.12217194570135746,2,8,16,16-8-2,61.53846153846154
Gonzaga Bulldogs,Home,0.782608695652174,16,0,9,12.08695652173913,12,2.1739130434782608,2,0.12562814070351758,4,3,16,16-3-4,69.56521739130434
Grambling Lady Tigers,Away,0.6,12,0,42,7.685714285714285,8,1.657142857142857,2,0.12831858407079647,6,11,18,18-11-6,51.42857142857142
Grambling Lady Tigers,Home,0.5789473684210527,8,0,18,12.105263157894736,13,2.473684210526316,2,0.16906474820143885,2,7,10,10-7-2,52.63157894736842
Grand Canyon Lopes,Away,0.6785714285714286,12,2,17,10.392857142857142,10,2.107142857142857,2,0.12633832976445397,4,7,17,17-7-4,60.71428571428571
Grand Canyon Lopes,Home,0.578125,9,1,31,9.1875,9,2.53125,2,0.1354515050167224,1,13,18,18-13-1,56.25
Green Bay Phoenix,Away,0.25,4,0,15,11.1,11,0.5500000000000002,0,0.06547619047619048,4,13,3,3-13-4,15
Green Bay Phoenix,Home,0.6052631578947368,9,1,10,9.263157894736842,10,1.3157894736842106,1,0.13513513513513514,5,5,9,9-5-5,47.368421052631575
Hampton Lady Pirates,Away,0.11904761904761904,2,2,24,11.19047619047619,11,0.7142857142857143,0,0.11363636363636363,1,18,2,2-18-1,9.523809523809524
Hampton Lady Pirates,Home,0.13636363636363635,2,1,14,4.909090909090908,1,0.909090909090909,0,0.1111111111111111,1,9,1,1-9-1,9.090909090909092
Hartford Hawks,Away,0.5666666666666667,3,0,11,7.8,6,1.6666666666666667,2,0.13966480446927373,3,5,7,7-5-3,46.666666666666664
Hartford Hawks,Home,0.8,9,0,7,9.733333333333333,10,1.8,2,0.13170731707317074,2,2,11,11-2-2,73.33333333333333
Harvard Crimson,Away,0.78125,6,0,11,10.0625,10.5,2.3125,2,0.13120567375886524,3,2,11,11-2-3,68.75
Harvard Crimson,Home,0.7941176470588235,7,0,6,8.941176470588236,9,2.6470588235294117,3,0.12893982808022922,1,3,13,13-3-1,76.47058823529412
Hawaii Rainbow Wahine,Away,0.34375,3,0,13,10,9,1.125,1,0.10975609756097561,3,9,4,4-9-3,25
Hawaii Rainbow Wahine,Home,0.4642857142857143,5,1,10,11.071428571428571,11.5,0.8571428571428571,1,0.06593406593406594,3,6,5,5-6-3,35.714285714285715
High Point Panthers,Away,0.5652173913043479,7,0,9,7.826086956521739,7,1.6521739130434783,1,0.13333333333333333,4,8,11,11-8-4,47.82608695652174
High Point Panthers,Home,0.5576923076923077,9,0,4,6.076923076923077,6,2.3846153846153846,2,0.15422885572139303,1,11,14,14-11-1,53.84615384615385
Hofstra Pride,Away,0.6111111111111112,11,0,18,10.74074074074074,9,1.4074074074074074,1,0.09069212410501193,5,8,14,14-8-5,51.85185185185185
Hofstra Pride,Home,0.7884615384615385,13,0,15,12.692307692307692,13,2.9615384615384617,3,0.15587044534412955,1,5,20,20-5-1,76.92307692307693
Holy Cross Crusaders,Away,0.11904761904761903,2,1,20,11.380952380952381,12,0.7142857142857143,0,0.1048951048951049,3,17,1,1-17-3,4.761904761904762
Holy Cross Crusaders,Home,0.2352941176470588,3,1,17,9.941176470588236,10,0.7058823529411764,1,0.0759493670886076,2,12,3,3-12-2,17.647058823529413
Houston Baptist Huskies,Away,0.26315789473684215,2,0,15,7.947368421052632,8,0.8421052631578947,1,0.07239819004524888,4,12,3,3-12-4,15.789473684210526
Houston Baptist Huskies,Home,0.36666666666666664,2,0,11,8.6,9,1.3333333333333335,1,0.09009009009009009,1,9,5,5-9-1,33.33333333333333
Houston Christian Huskies,Away,0.38461538461538464,5,1,14,9.153846153846153,9,0.7692307692307693,1,0.06666666666666667,2,7,4,4-7-2,30.76923076923077
Houston Christian Huskies,Home,0.5,2,0,7,8.714285714285714,9,1.5714285714285714,1,0.08661417322834646,1,3,3,3-3-1,42.857142857142854
Houston Cougars,Away,0.391304347826087,4,1,11,8.08695652173913,8,0.8695652173913044,1,0.07782101167315175,4,12,7,7-12-4,30.434782608695656
Houston Cougars,Home,0.7916666666666666,11,0,17,6.875,7,2.5,2,0.16393442622950818,2,4,18,18-4-2,75
Howard Bison,Away,0.23076923076923075,2,0,3,8,9,0.8461538461538461,1,0.08029197080291971,4,8,1,1-8-4,7.6923076923076925
Howard Bison,Home,0.5,5,1,8,7.117647058823529,8,1.7058823529411764,2,0.11693548387096774,1,8,8,8-8-1,47.05882352941176
IUPUI Jaguars,Away,0.4,10,0,19,9.92,9,0.92,1,0.08518518518518518,6,12,7,7-12-6,28.000000000000004
IUPUI Jaguars,Home,0.675,13,0,11,9.5,9,1.35,1,0.08823529411764706,5,4,11,11-4-5,55.00000000000001
Idaho St. Bengals,Away,0.16,4,1,15,9.36,10,0.56,0,0.07909604519774012,2,20,3,3-20-2,12
Idaho St. Bengals,Home,0.19047619047619047,3,0,12,7.523809523809524,7,0.7619047619047619,1,0.06201550387596899,4,15,2,2-15-4,9.523809523809524
Idaho Vandals,Away,0.5769230769230769,15,0,13,8.461538461538462,8,1.2692307692307692,1,0.12452830188679245,2,10,14,14-10-2,53.84615384615385
Idaho Vandals,Home,0.6904761904761905,8,1,7,10.857142857142858,11,1.5714285714285714,1,0.14601769911504425,3,5,13,13-5-3,61.904761904761905
Illinois Fighting Illini,Away,0.5,6,0,13,10.409090909090908,10.5,1.4090909090909092,1,0.14027149321266968,2,10,10,10-10-2,45.45454545454545
Illinois Fighting Illini,Home,0.4,4,0,11,9.68,9,1.28,1,0.09937888198757763,4,13,8,8-13-4,32
Illinois St. Redbirds,Away,0.27083333333333337,4,0,15,8.791666666666666,8.5,1.2916666666666665,1,0.10616438356164383,1,17,6,6-17-1,25
Illinois St. Redbirds,Home,0.30434782608695654,4,2,23,10.73913043478261,10,1,0,0.07076923076923076,4,14,5,5-14-4,21.73913043478261
Indiana Hoosiers,Away,0.3695652173913043,10,1,17,9.869565217391305,10,0.5652173913043479,0,0.05726872246696035,7,11,5,5-11-7,21.73913043478261
Indiana Hoosiers,Home,0.6458333333333333,14,0,11,7.583333333333334,8,1.4166666666666665,1,0.10828025477707007,5,6,13,13-6-5,54.166666666666664
Indiana St. Sycamores,Away,0.375,5,0,19,9.25,8.5,1.0416666666666665,1,0.12562814070351758,2,14,8,8-14-2,33.33333333333333
Indiana St. Sycamores,Home,0.4473684210526315,5,0,15,9.052631578947368,8,0.9473684210526316,1,0.07860262008733625,5,8,6,6-8-5,31.57894736842105
Iona Gaels,Away,0.45833333333333337,5,1,12,10.666666666666666,11.5,1.4166666666666665,1,0.1596244131455399,2,12,10,10-12-2,41.66666666666667
Iona Gaels,Home,0.575,8,0,14,11.25,11.5,1,1,0.08849557522123894,3,7,10,10-7-3,50
Iowa Hawkeyes,Away,0.48484848484848486,12,1,30,12.363636363636363,13,1.0303030303030303,1,0.08629441624365482,4,15,14,14-15-4,42.42424242424242
Iowa Hawkeyes,Home,0.5909090909090909,8,1,19,11.863636363636363,12,1.5454545454545454,1,0.10793650793650794,6,6,10,10-6-6,45.45454545454545
Iowa St. Cyclones,Away,0.2692307692307693,6,3,27,10.884615384615385,11,0.6153846153846154,0,0.07960199004975124,4,17,5,5-17-4,19.230769230769234
Iowa St. Cyclones,Home,0.40476190476190477,6,0,17,12.095238095238095,12,0.8095238095238095,1,0.07053941908713693,5,10,6,6-10-5,28.57142857142857
Jackson St. Lady Tigers,Away,0.4629629629629629,6,4,51,9.11111111111111,8,1.6296296296296295,1,0.1345565749235474,1,14,12,12-14-1,44.44444444444444
Jackson St. Lady Tigers,Home,0.47727272727272724,9,0,15,6.181818181818182,7,1,1,0.08494208494208494,3,10,9,9-10-3,40.909090909090914
Jacksonville Dolphins,Away,0.40384615384615385,7,1,22,8.23076923076923,8,1.3076923076923077,1,0.1574074074074074,5,13,8,8-13-5,30.76923076923077
Jacksonville Dolphins,Home,0.4,7,1,16,6.8,6.5,0.95,1,0.14285714285714285,4,10,6,6-10-4,30
Jacksonville St. Gamecocks,Away,0.22916666666666669,5,1,14,8.166666666666666,9,1,1,0.1085972850678733,3,17,4,4-17-3,16.666666666666664
Jacksonville St. Gamecocks,Home,0.4782608695652174,3,1,21,8.08695652173913,8,1.347826086956522,1,0.096875,2,11,10,10-11-2,43.47826086956522
James Madison Dukes,Away,0.54,10,0,15,8.28,8,1.24,1,0.1183206106870229,3,10,12,12-10-3,48
James Madison Dukes,Home,0.5952380952380952,9,0,10,8,8,1.5238095238095237,1,0.1350210970464135,5,6,10,10-6-5,47.61904761904761
Kansas City Kangaroos,Away,0.33333333333333337,3,0,12,8.904761904761905,9,1.0952380952380953,1,0.12234042553191489,0,14,7,7-14-0,33.33333333333333
Kansas City Kangaroos,Home,0.2333333333333333,1,0,5,10.733333333333333,11,0.6,0,0.07377049180327869,1,11,3,3-11-1,20
Kansas City Roos,Away,0.16666666666666669,1,0,3,8.777777777777779,8,0.5555555555555556,1,0.08771929824561403,1,7,1,1-7-1,11.11111111111111
Kansas City Roos,Home,0.3333333333333333,2,0,5,9.777777777777779,9,0.6666666666666666,1,0.07792207792207792,4,4,1,1-4-4,11.11111111111111
Kansas Jayhawks,Away,0.36538461538461536,5,0,22,9.538461538461538,9,1.1153846153846154,1,0.09797297297297297,3,15,8,8-15-3,30.76923076923077
Kansas Jayhawks,Home,0.5961538461538461,10,0,25,9.461538461538462,9.5,1.3076923076923077,1,0.1069182389937107,3,9,14,14-9-3,53.84615384615385
Kansas St. Wildcats,Away,0.36538461538461536,8,0,16,9.153846153846153,9.5,1.0384615384615385,1,0.08766233766233766,3,15,8,8-15-3,30.76923076923077
Kansas St. Wildcats,Home,0.36,7,0,18,11.4,11,0.8400000000000001,1,0.06774193548387097,4,14,7,7-14-4,28.000000000000004
Kennesaw St. Owls,Away,0.4482758620689655,8,0,29,9.379310344827585,10,0.9310344827586208,1,0.09090909090909091,2,15,12,12-15-2,41.37931034482759
Kennesaw St. Owls,Home,0.54,6,0,9,10.76,11,1.48,1,0.11349693251533742,3,10,12,12-10-3,48
Kent St. Golden Flashes,Away,0.4423076923076923,5,1,32,13.26923076923077,14,1.3076923076923077,1,0.12781954887218044,5,12,9,9-12-5,34.61538461538461
Kent St. Golden Flashes,Home,0.625,9,1,16,12.15,13,1.65,1,0.1346938775510204,5,5,10,10-5-5,50
Kentucky Wildcats,Away,0.16666666666666669,1,1,18,8.571428571428571,8,1.2857142857142858,1,0.1125,3,16,2,2-16-3,9.523809523809524
Kentucky Wildcats,Home,0.576923076923077,8,0,24,9.307692307692308,9.5,2.1153846153846154,1.5,0.13819095477386933,4,9,13,13-9-4,50
LIU Sharks,Away,0.21428571428571427,2,0,14,9.333333333333334,9,0.5238095238095238,0,0.05583756345177665,1,16,4,4-16-1,19.047619047619047
LIU Sharks,Home,0.41666666666666663,7,2,15,10.61111111111111,11,0.7777777777777778,1,0.06829268292682927,5,8,5,5-8-5,27.77777777777778
LMU (CA) Lions,Away,0.14583333333333334,3,0,15,7.916666666666666,8.5,0.33333333333333337,0,0.05405405405405406,3,19,2,2-19-3,8.333333333333332
LMU (CA) Lions,Home,0.19047619047619047,3,0,17,8.238095238095237,8,0.8095238095238095,1,0.09340659340659341,4,15,2,2-15-4,9.523809523809524
LSU Tigers,Away,0.5405405405405406,13,2,50,10.64864864864865,11,1.3783783783783785,1,0.12200956937799043,8,13,16,16-13-8,43.24324324324324
LSU Tigers,Home,0.6304347826086957,7,4,26,10.26086956521739,10,2.217391304347826,2,0.13043478260869565,3,7,13,13-7-3,56.52173913043478
La Salle Explorers,Away,0.5,7,2,31,11.73913043478261,11,1.3478260869565217,1,0.13247863247863248,3,10,10,10-10-3,43.47826086956522
La Salle Explorers,Home,0.5476190476190477,6,0,13,10,10,1.2857142857142858,1,0.09121621621621621,1,9,11,11-9-1,52.38095238095239
Lafayette Leopards,Away,0.18421052631578946,0,1,6,7.578947368421052,8,0.7368421052631579,1,0.08187134502923976,3,14,2,2-14-3,10.526315789473683
Lafayette Leopards,Home,0.47058823529411764,6,0,7,7.294117647058823,6,1.0588235294117647,1,0.11842105263157894,2,8,7,7-8-2,41.17647058823529
Lamar University Cardinals,Away,0.625,12,1,29,8.535714285714286,8.5,1.392857142857143,1,0.10985915492957747,3,9,16,16-9-3,57.14285714285714
Lamar University Cardinals,Home,0.7608695652173914,11,0,12,8.826086956521738,9,2.4347826086956523,2,0.17721518987341772,1,5,17,17-5-1,73.91304347826086
Lehigh Mountain Hawks,Away,0.2727272727272727,3,1,13,9.045454545454545,9,0.6363636363636365,0,0.058091286307053944,4,14,4,4-14-4,18.181818181818183
Lehigh Mountain Hawks,Home,0.6578947368421053,7,0,7,9.736842105263158,9,1.736842105263158,2,0.11870503597122302,3,5,11,11-5-3,57.89473684210527
Liberty Lady Flames,Away,0.5645161290322581,15,0,8,9.64516129032258,10,1.032258064516129,1,0.08290155440414508,7,10,14,14-10-7,45.16129032258064
Liberty Lady Flames,Home,0.7222222222222221,13,0,10,8.037037037037036,8,2.4074074074074074,3,0.17379679144385027,3,6,18,18-6-3,66.66666666666666
Lindenwood Lions,Away,0.4230769230769231,6,1,12,11.846153846153847,13,0.6923076923076923,1,0.140625,5,5,3,3-5-5,23.076923076923077
Lindenwood Lions,Home,0.5,3,1,8,11.142857142857142,10,1.2857142857142858,1,0.18,1,3,3,3-3-1,42.857142857142854
Lipscomb Bisons,Away,0.6363636363636364,7,0,13,9.454545454545455,9.5,1.5454545454545456,1,0.10526315789473684,2,7,13,13-7-2,59.09090909090909
Lipscomb Bisons,Home,0.7333333333333333,19,0,11,9.6,10,2.4,2,0.12244897959183673,4,6,20,20-6-4,66.66666666666666
Little Rock Trojans,Away,0.4193548387096774,10,0,21,7.774193548387097,8,1,1,0.0893371757925072,6,15,10,10-15-6,32.25806451612903
Little Rock Trojans,Home,0.5,8,0,15,8.4,8,1,1,0.07905138339920949,8,6,6,6-6-8,30
Long Beach St. Beach,Away,0.631578947368421,7,0,14,10.31578947368421,9,1.3157894736842106,1,0.11737089201877934,4,5,10,10-5-4,52.63157894736842
Long Beach St. Beach,Home,0.45000000000000007,2,0,14,10.6,10.5,1.5,2,0.10676156583629894,4,9,7,7-9-4,35
Longwood Lancers,Away,0.32142857142857145,7,0,12,6.964285714285714,8,0.5714285714285714,0,0.055944055944055944,8,15,5,5-15-8,17.857142857142858
Longwood Lancers,Home,0.675,11,0,8,7.5,7.5,1.7,1,0.12639405204460966,3,5,12,12-5-3,60
Louisiana Ragin' Cajuns,Away,0.3181818181818182,8,2,27,9.575757575757576,9,1.0909090909090908,1,0.10714285714285714,5,20,8,8-20-5,24.242424242424242
Louisiana Ragin' Cajuns,Home,0.5652173913043478,8,0,15,10.173913043478262,11,1.434782608695652,1,0.12,4,8,11,11-8-4,47.82608695652174
Louisiana Tech Lady Techsters,Away,0.4166666666666667,7,0,25,8.833333333333332,8.5,1.4666666666666666,1,0.12087912087912088,3,16,11,11-16-3,36.666666666666664
Louisiana Tech Lady Techsters,Home,0.5681818181818182,7,1,25,10.681818181818182,10.5,1.6818181818181819,1,0.13857677902621723,3,8,11,11-8-3,50
Louisville Cardinals,Away,0.47619047619047616,7,0,13,8.952380952380953,8,0.9523809523809523,1,0.10416666666666667,2,10,9,9-10-2,42.857142857142854
Louisville Cardinals,Home,0.4347826086956522,7,0,17,10.08695652173913,10,1.347826086956522,1,0.10299003322259136,2,12,9,9-12-2,39.130434782608695
Loyola Chicago Ramblers,Away,0.6346153846153846,11,0,13,8.384615384615385,9,1.6538461538461537,1,0.12044817927170869,3,8,15,15-8-3,57.692307692307686
Loyola Chicago Ramblers,Home,0.7045454545454546,11,0,6,9.818181818181818,9.5,1.772727272727273,2,0.1015625,3,5,14,14-5-3,63.63636363636363
Loyola Maryland Greyhounds,Away,0.4736842105263158,9,1,18,9.736842105263158,11,0.6842105263157895,1,0.08441558441558442,4,8,7,7-8-4,36.84210526315789
Loyola Maryland Greyhounds,Home,0.5434782608695652,10,1,15,12.08695652173913,12,1.2608695652173914,1,0.13004484304932734,5,8,10,10-8-5,43.47826086956522
Maine Black Bears,Away,0.3421052631578948,3,1,15,10.947368421052632,11,0.8947368421052632,1,0.0648854961832061,3,11,5,5-11-3,26.31578947368421
Maine Black Bears,Home,0.5789473684210527,7,0,6,11.368421052631579,10,1.5789473684210527,1,0.0872093023255814,8,4,7,7-4-8,36.84210526315789
Manhattan Jaspers,Away,0.42105263157894735,3,0,8,8.736842105263158,9,1,1,0.10497237569060773,2,10,7,7-10-2,36.84210526315789
Manhattan Jaspers,Home,0.47058823529411764,6,0,8,8.058823529411764,9,1.1176470588235294,1,0.10052910052910052,4,7,6,6-7-4,35.294117647058826
Marist Red Foxes,Away,0.2777777777777778,3,0,16,10.11111111111111,11.5,0.8333333333333333,1,0.06521739130434782,4,11,3,3-11-4,16.666666666666664
Marist Red Foxes,Home,0.6,5,0,8,11.533333333333333,11,1.0666666666666667,1,0.07174887892376682,4,4,7,7-4-4,46.666666666666664
Marquette Golden Eagles,Away,0.425,3,0,17,11.4,11,1.1,1,0.1375,1,11,8,8-11-1,40
Marquette Golden Eagles,Home,0.62,9,0,19,11.84,12,1.6800000000000002,1,0.14,3,8,14,14-8-3,56.00000000000001
Marshall Thundering Herd,Away,0.26,2,0,19,9.48,9,1.16,1,0.11507936507936507,3,17,5,5-17-3,20
Marshall Thundering Herd,Home,0.35,3,1,20,9.25,8,1.55,1,0.12156862745098039,4,11,5,5-11-4,25
"Maryland Terrapins, Terps",Away,0.22727272727272727,3,0,21,7.818181818181818,7,0.7727272727272727,1,0.07623318385650224,4,15,3,3-15-4,13.636363636363635
"Maryland Terrapins, Terps",Home,0.36,7,1,24,8.76,8,1.04,1,0.09701492537313433,8,12,5,5-12-8,20
Massachusetts Minutewomen,Away,0.42857142857142855,6,0,22,9.25,9,1,1,0.0975609756097561,4,14,10,10-14-4,35.714285714285715
Massachusetts Minutewomen,Home,0.625,10,0,14,10.791666666666666,11.5,1.375,1,0.10679611650485436,6,6,12,12-6-6,50
McNeese Cowgirls,Away,0.34615384615384615,5,1,27,8.26923076923077,8,1,1,0.12149532710280374,6,14,6,6-14-6,23.076923076923077
McNeese Cowgirls,Home,0.6739130434782609,10,0,14,7.565217391304348,7,2.130434782608696,2,0.1678082191780822,1,7,15,15-7-1,65.21739130434783
Memphis Tigers,Away,0.4833333333333333,10,1,31,10.7,10.5,1.2,1,0.08845208845208845,5,13,12,12-13-5,40
Memphis Tigers,Home,0.9,18,0,11,11.2,11,2.64,2,0.13778705636743216,3,1,21,21-1-3,84
Mercer Bears,Away,0.41666666666666663,7,0,35,11.666666666666666,11.5,1.0666666666666667,1,0.0862533692722372,9,13,8,8-13-9,26.666666666666668
Mercer Bears,Home,0.6666666666666667,10,1,23,7,7,2.925925925925926,2,0.12619808306709265,4,7,16,16-7-4,59.25925925925925
Merrimack Warriors,Away,0.2608695652173913,4,1,8,8.434782608695652,9,0.8695652173913044,1,0.06230529595015576,2,16,5,5-16-2,21.73913043478261
Merrimack Warriors,Home,0.5952380952380952,5,0,7,8.095238095238095,7,1.619047619047619,1,0.09315068493150686,3,7,11,11-7-3,52.38095238095239
Miami (FL) Hurricanes,Away,0.16666666666666669,3,0,14,7.190476190476191,7,0.6190476190476191,0,0.104,3,16,2,2-16-3,9.523809523809524
Miami (FL) Hurricanes,Home,0.35416666666666663,7,1,22,7.5,8,0.7916666666666667,0,0.12258064516129032,1,15,8,8-15-1,33.33333333333333
Miami (OH) RedHawks,Away,0.5,11,0,14,11,11,1.0384615384615385,1,0.09215017064846416,4,11,11,11-11-4,42.30769230769231
Miami (OH) RedHawks,Home,0.5952380952380952,7,1,12,10.428571428571429,10,1.4285714285714286,2,0.10101010101010101,5,6,10,10-6-5,47.61904761904761
Michigan St. Spartans,Away,0.5192307692307693,8,0,32,11.26923076923077,10,1.3846153846153846,1,0.11920529801324503,3,11,12,12-11-3,46.15384615384615
Michigan St. Spartans,Home,0.6666666666666667,12,0,19,11.703703703703704,12,1.740740740740741,1,0.10444444444444445,4,7,16,16-7-4,59.25925925925925
Michigan Wolverines,Away,0.62,8,2,21,8.52,9,2.08,1,0.1319796954314721,5,7,13,13-7-5,52
Michigan Wolverines,Home,0.6551724137931034,12,0,24,8.068965517241379,8,1.5862068965517242,2,0.0931174089068826,4,8,17,17-8-4,58.620689655172406
Middle Tenn. Blue Raiders,Away,0.41666666666666663,4,0,12,8.666666666666666,8,1.3333333333333335,1,0.12121212121212122,3,9,6,6-9-3,33.33333333333333
Middle Tenn. Blue Raiders,Home,0.375,3,0,15,9.083333333333334,9,1.2916666666666667,1,0.08587257617728532,2,14,8,8-14-2,33.33333333333333
Milwaukee Panthers,Away,0.6666666666666667,12,0,20,8.458333333333334,7.5,1.9166666666666665,2,0.13256484149855907,4,6,14,14-6-4,58.333333333333336
Milwaukee Panthers,Home,0.9285714285714286,22,0,19,10.357142857142858,10,2.892857142857143,2,0.1361344537815126,0,2,26,26-2-0,92.85714285714286
Minnesota Golden Gophers,Away,0.391304347826087,5,0,13,9.826086956521738,10,1.0434782608695652,1,0.09411764705882353,4,12,7,7-12-4,30.434782608695656
Minnesota Golden Gophers,Home,0.66,16,0,11,8.84,9,1.5599999999999998,1,0.0951219512195122,5,6,14,14-6-5,56.00000000000001
Mississippi St. Bulldogs,Away,0.375,7,0,19,9.375,9,0.7083333333333333,0.5,0.06746031746031746,6,12,6,6-12-6,25
Mississippi St. Bulldogs,Home,0.7037037037037037,11,0,27,9.777777777777779,9,1.6296296296296295,2,0.11578947368421053,4,6,17,17-6-4,62.96296296296296
Mississippi Val. Devilettes,Away,0.03846153846153847,1,3,4,5.846153846153846,5,0.23076923076923075,0,0.06976744186046512,1,12,0,0-12-1,0
Mississippi Val. Devilettes,Home,0.04166666666666666,1,6,13,6.583333333333334,7,0.6666666666666667,0,0.17391304347826086,1,11,0,0-11-1,0
Missouri St. Bears,Away,0.4038461538461539,9,0,16,9.961538461538462,10.5,0.9615384615384615,1,0.09505703422053231,5,13,8,8-13-5,30.76923076923077
Missouri St. Bears,Home,0.6,11,0,14,10.56,11,1.16,1,0.09385113268608414,4,8,13,13-8-4,52
Missouri Tigers,Away,0.22500000000000003,1,1,13,9.2,10,1,1,0.08695652173913043,3,14,3,3-14-3,15
Missouri Tigers,Home,0.6071428571428571,7,1,29,10.321428571428571,11,1.5,1,0.11830985915492957,4,9,15,15-9-4,53.57142857142857
Monmouth Hawks,Away,0.7222222222222222,10,0,4,7.333333333333334,7.5,1.6111111111111112,2,0.09863945578231292,4,3,11,11-3-4,61.111111111111114
Monmouth Hawks,Home,0.7833333333333333,13,0,13,7.466666666666666,7,2,2,0.14634146341463414,3,5,22,22-5-3,73.33333333333333
Montana Grizzlies,Away,0.5925925925925926,13,0,15,9.185185185185185,9,0.962962962962963,1,0.08414239482200647,2,10,15,15-10-2,55.55555555555556
Montana Grizzlies,Home,0.6875,12,1,10,9.583333333333334,9,1.9583333333333335,2,0.12566844919786097,5,5,14,14-5-5,58.333333333333336
Morehead St. Eagles,Away,0.1875,2,1,13,9.458333333333334,9,0.5416666666666667,0,0.057777777777777775,3,18,3,3-18-3,12.5
Morehead St. Eagles,Home,0.5681818181818182,11,2,8,8.454545454545455,8.5,0.8181818181818181,1,0.08256880733944955,5,7,10,10-7-5,45.45454545454545
Mount St. Mary's Mountaineers,Away,0.3181818181818182,6,0,23,9,10,1.0909090909090908,1,0.1276595744680851,2,14,6,6-14-2,27.27272727272727
Mount St. Mary's Mountaineers,Home,0.40476190476190477,4,0,12,9.333333333333334,9,1.1428571428571428,1,0.1218274111675127,5,10,6,6-10-5,28.57142857142857
Murray St. Racers,Away,0.4074074074074074,4,1,28,9.296296296296296,9,1.074074074074074,1,0.09863945578231292,2,15,10,10-15-2,37.03703703703704
Murray St. Racers,Home,0.6666666666666667,5,0,23,9.291666666666666,9.5,2.125,1.5,0.14739884393063585,2,7,15,15-7-2,62.5
NC State Wolfpack,Away,0.5,5,0,18,8.956521739130435,9,1.1304347826086958,1,0.11764705882352941,5,9,9,9-9-5,39.130434782608695
NC State Wolfpack,Home,0.5384615384615384,8,0,21,6.730769230769231,6.5,1.3461538461538463,1,0.11864406779661017,4,10,12,12-10-4,46.15384615384615
NIU Huskies,Away,0.30434782608695654,4,1,9,7.913043478260869,8,0.6956521739130435,0,0.0903954802259887,2,15,6,6-15-2,26.08695652173913
NIU Huskies,Home,0.33333333333333337,3,0,14,10.208333333333334,9.5,0.9583333333333333,1,0.10176991150442478,4,14,6,6-14-4,25
NJIT Highlanders,Away,0.3333333333333333,7,1,11,9.047619047619047,9,0.6666666666666667,1,0.08484848484848485,6,11,4,4-11-6,19.047619047619047
NJIT Highlanders,Home,0.4423076923076923,9,1,28,9.846153846153847,10,1.153846153846154,1,0.09554140127388536,3,13,10,10-13-3,38.46153846153847
Navy Midshipmen,Away,0.5,10,0,12,8.6,8,1,1,0.09191176470588236,5,10,10,10-10-5,40
Navy Midshipmen,Home,0.6,7,1,13,8.56,8,1.6400000000000001,1,0.11141304347826086,4,8,13,13-8-4,52
Nebraska Cornhuskers,Away,0.3571428571428571,4,0,13,11.857142857142858,12,1.1428571428571428,0.5,0.09142857142857143,2,8,4,4-8-2,28.57142857142857
Nebraska Cornhuskers,Home,0.4642857142857143,6,0,13,9.857142857142858,10.5,1.4285714285714286,1.5,0.10362694300518134,3,6,5,5-6-3,35.714285714285715
Nebraska Huskers,Away,0.3571428571428571,2,0,7,10.142857142857142,10,1,1,0.07291666666666667,1,4,2,2-4-1,28.57142857142857
